"Amparo","Amp","SumaDePagos","Modelo","Color","Carroceria","MARCA","Referencia1","Referencia2","CLASE_FASECOLDA","TIPO_VEHICULO","SERVICIO","Sexo_Aseg","Edad","Desde","Hasta","Vr_Comercial","Pago"
NA,NA,NA,2006,"GRIS","SEDAN","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","M",47,"2012-08-13","2013-08-13",12800000,"No"
NA,NA,NA,2011,"BLANCO","SEDAN","HYUNDAI","SONATA i45","2.4L","AUTOMOVIL","Livianos","Particular","F",46,"2012-01-12","2013-01-12",54500000,"No"
NA,NA,NA,2011,"PLATA","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","F",68,"2011-09-13","2012-09-13",2.9e+07,"No"
NA,NA,NA,2012,"AZUL","SEDAN","HYUNDAI","ACCENT i25","1.4L","AUTOMOVIL","Livianos","Particular","F",45,"2011-12-02","2012-12-02",34100000,"No"
NA,NA,NA,2012,"AZUL","HATCHBACK","HYUNDAI","ACCENT i25","1.4L","AUTOMOVIL","Livianos","Particular","M",85,"2011-09-21","2012-09-21",2.9e+07,"No"
NA,NA,NA,2009,"ROJO","SEDAN","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","M",0,"2011-01-13","2012-01-13",16800000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",0,2006,"BLANCO","SEDAN","HYUNDAI","ELANTRA FL","GLS","AUTOMOVIL","Livianos","Particular",NA,0,"2012-02-14","2013-02-14",17700000,"No"
NA,NA,NA,2007,"BLANCO","FURGON","HYUNDAI","HD","65","FURGON","Pesados","Publico",NA,0,"2011-05-05","2012-05-05",39800000,"No"
NA,NA,NA,2011,"GRIS","HATCHBACK","HYUNDAI","GETZ [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","M",35,"2012-12-14","2013-12-14",2.8e+07,"No"
NA,NA,NA,2011,"GRIS","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","M",50,"2011-05-19","2012-05-19",2.3e+07,"No"
NA,NA,NA,2004,"AMARILLO","SEDAN","HYUNDAI","ACCENT GYRO","S. PONY","AUTOMOVIL TAXI","Livianos","Publico","M",38,"2011-08-02","2011-10-01",6200000,"No"
NA,NA,NA,2012,"BLANCO","ST. WAGON","HYUNDAI","TUCSON IX 35","2.0L","CAMIONETA","Livianos","Particular","M",35,"2012-03-31","2013-03-31",67886000,"No"
"PERDIDA TOTAL POR DA�OS","PTD",18161300,2007,"VERDE","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","F",63,"2012-09-13","2013-09-13",18500000,"S�"
"PERDIDA PARCIAL POR DA�OS","PPD",2510170,2011,"AMARILLO","METALICA","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico",NA,999,"2011-09-29","2012-09-28",23700000,"S�"
NA,NA,NA,2005,"ROJO","SEDAN","HYUNDAI","ACCENT GYRO","GL","AUTOMOVIL","Livianos","Particular",NA,999,"2012-07-18","2013-07-18",14900000,"No"
NA,NA,NA,2012,"NEGRO","CABINADO","HYUNDAI","GETZ [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","M",28,"2012-09-27","2013-09-27",18200000,"No"
"GASTOS DE TRANSPORTE POR PERDIDA TOTAL","GT",3039741,1998,"BLANCO","SEDAN","HYUNDAI","ACCENT","LS","AUTOMOVIL","Livianos","Particular","M",40,"2012-11-01","2013-11-01",7300000,"S�"
NA,NA,NA,2012,"BLANCO","SEDAN","HYUNDAI","ACCENT i25","1.4L","AUTOMOVIL","Livianos","Particular","F",0,"2012-02-16","2013-02-16",41400000,"No"
NA,NA,NA,2009,"GRIS","CABINADO","HYUNDAI","SANTA FE [2]","GL","CAMPERO","Livianos","Particular","M",45,"2012-09-25","2013-09-25",54300000,"No"
NA,NA,NA,2008,"NEGRO","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","F",38,"2011-11-25","2012-11-25",21100000,"No"
NA,NA,NA,1998,"PLATA","SEDAN","HYUNDAI","ACCENT","LS","AUTOMOVIL","Livianos","Particular","M",22,"2011-12-31","2012-12-31",7900000,"No"
NA,NA,NA,2004,"AMARILLO","SEDAN","HYUNDAI","ACCENT GYRO","S. PONY","AUTOMOVIL TAXI","Livianos","Publico","F",38,"2011-04-01","2012-04-01",8900000,"No"
NA,NA,NA,2010,"GRIS","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","M",37,"2012-04-17","2013-04-17",2.3e+07,"No"
NA,NA,NA,2010,"GRIS","CABINADO","HYUNDAI","TUCSON IX 35","2.0L","CAMPERO","Livianos","Oficial",NA,999,"2012-01-26","2013-01-26",56800000,"No"
NA,NA,NA,2012,"PLATA","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL","Livianos","Particular","F",48,"2011-03-31","2012-01-31",19990000,"No"
NA,NA,NA,2011,"PLATA","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","F",54,"2012-08-15","2013-08-15",24290000,"No"
NA,NA,NA,2008,"AMARILLO","SEDAN","HYUNDAI","ACCENT VISION","GL","AUTOMOVIL","Livianos","Publico","M",49,"2012-06-18","2013-06-18",21100000,"No"
NA,NA,NA,2011,"AZUL","SEDAN","HYUNDAI","GETZ [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","F",26,"2011-08-26","2012-08-26",22400000,"No"
NA,NA,NA,2010,"PLATA","SEDAN","HYUNDAI","GETZ [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","M",45,"2011-05-15","2012-05-15",20900000,"No"
NA,NA,NA,2011,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",77,"2012-12-23","2013-12-23",23700000,"No"
NA,NA,NA,2003,"PLATA","SEDAN","HYUNDAI","GETZ [1] [FL]","GL/GLS","AUTOMOVIL","Livianos","Particular","F",47,"2011-12-27","2012-12-27",12600000,"No"
NA,NA,NA,2012,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",33,"2012-10-11","2013-10-11",27972641,"No"
NA,NA,NA,2002,"PLATA","SEDAN","HYUNDAI","ACCENT VERNA","GLS","AUTOMOVIL","Livianos","Particular","M",22,"2012-03-30","2013-03-29",11800000,"No"
NA,NA,NA,2006,"AMARILLO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",37,"2012-01-11","2013-01-11",7700000,"No"
NA,NA,NA,2010,"GRIS","CABINADO","HYUNDAI","TUCSON IX 35","2.0L","CAMPERO","Livianos","Oficial",NA,999,"2011-08-25","2012-08-24",56800000,"No"
NA,NA,NA,2007,"AMARILLO","METALICA","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",59,"2012-05-30","2013-05-30",13700000,"No"
NA,NA,NA,2010,"PLATA","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","M",57,"2011-03-17","2012-03-17",2.3e+07,"No"
NA,NA,NA,2012,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",45,"2012-02-28","2013-02-28",23500000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",659637,2010,"GRIS","CABINADO","HYUNDAI","TUCSON IX 35","2.0L","CAMPERO","Livianos","Oficial",NA,999,"2011-10-01","2012-10-01",56800000,"S�"
NA,NA,NA,2013,"NARANJA","HATCHBACK","HYUNDAI","VELOSTER","COUPE","AUTOMOVIL","Livianos","Particular","M",59,"2012-06-04","2013-03-22",5.7e+07,"No"
NA,NA,NA,2009,"ROJO","SEDAN","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","F",0,"2012-04-03","2013-04-03",17800000,"No"
NA,NA,NA,2012,"PLATA","HATCHBACK","HYUNDAI","i35 ELANTRA","1.8L","AUTOMOVIL","Livianos","Particular","M",44,"2012-06-01","2013-06-01",44990000,"No"
NA,NA,NA,2008,"BEIGE","SEDAN","HYUNDAI","ACCENT WEB II","GLS","AUTOMOVIL","Livianos","Particular","M",0,"2012-10-24","2013-10-24",19500000,"No"
"PERDIDA TOTAL O PARCIAL POR HURTO","PTH",174544,2012,"BLANCO","HATCHBACK","HYUNDAI","ACCENT i25","1.6L","AUTOMOVIL","Livianos","Particular","M",32,"2012-03-20","2013-03-20",40690000,"S�"
NA,NA,NA,2000,"ROJO","SEDAN","HYUNDAI","ATOS [1]","GL","AUTOMOVIL","Livianos","Particular","F",23,"2011-12-13","2012-12-13",7900000,"No"
NA,NA,NA,2010,"PLATEADO","CABINADO","HYUNDAI","TUCSON","GL","CAMPERO","Livianos","Particular",NA,999,"2012-01-14","2013-01-14",48500000,"No"
NA,NA,NA,2007,"NEGRO","CABINADO","HYUNDAI","SANTA FE [2]","GL","CAMPERO","Livianos","Particular","F",44,"2011-07-17","2012-07-17",42200000,"No"
NA,NA,NA,2012,"PLATA","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","M",55,"2011-08-01","2012-08-01",24590000,"No"
NA,NA,NA,2012,"PLATA","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","F",43,"2011-08-08","2012-08-08",22990000,"No"
NA,NA,NA,2012,"AMARILLO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",44,"2011-10-01","2012-10-01",23500000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",3541975,2008,"AZUL","SEDAN","HYUNDAI","GETZ [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","F",31,"2012-08-13","2013-08-13",18100000,"S�"
NA,NA,NA,2010,"PLATA","HATCHBACK","HYUNDAI","i30","GLS","AUTOMOVIL","Livianos","Particular","M",54,"2012-10-23","2013-10-23",33400000,"No"
NA,NA,NA,2008,"BLANCO","SEDAN","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular",NA,999,"2011-04-08","2012-04-08",15800000,"No"
NA,NA,NA,2010,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",50,"2012-06-09","2013-06-09",17300000,"No"
NA,NA,NA,2011,"AZUL","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","F",52,"2012-01-24","2013-01-24",23290000,"No"
NA,NA,NA,2010,"BEIGE","CABINADO","HYUNDAI","VERACRUZ","GL","CAMPERO","Livianos","Particular",NA,0,"2013-01-12","2014-01-12",70400000,"No"
NA,NA,NA,2011,"NEGRO","HATCHBACK","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","M",0,"2011-12-29","2012-12-29",20500000,"No"
NA,NA,NA,2010,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",42,"2011-04-08","2012-04-08",15500000,"No"
NA,NA,NA,2007,"GRIS","HATCHBACK","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","F",49,"2011-06-13","2012-06-13",15400000,"No"
NA,NA,NA,2012,"GRIS","CABINADO","HYUNDAI","TUCSON IX 35","2.4L","CAMPERO","Livianos","Particular","M",44,"2011-03-27","2012-03-27",70061000,"No"
NA,NA,NA,2005,"GRIS","SEDAN","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","M",0,"2011-07-07","2012-07-07",11700000,"No"
NA,NA,NA,2012,"ROJO","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","F",61,"2011-12-08","2012-06-19",23990000,"No"
NA,NA,NA,2011,"BLANCO","ST. WAGON","HYUNDAI","TUCSON IX 35","2.0L","CAMIONETA","Livianos","Particular","M",43,"2011-10-08","2012-10-08",0,"No"
NA,NA,NA,2007,"ROJO","HATCHBACK","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","F",41,"2012-10-25","2013-10-25",15400000,"No"
NA,NA,NA,2007,"AZUL","HATCHBACK","HYUNDAI","GETZ [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","M",32,"2012-01-30","2013-01-30",18500000,"No"
NA,NA,NA,2009,"CAFE","SEDAN","HYUNDAI","ATOS [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","F",35,"2011-10-01","2012-10-01",0,"No"
NA,NA,NA,2007,"ROJO","CABINADO","HYUNDAI","TUCSON","GL","CAMPERO","Livianos","Particular","F",0,"2012-03-26","2013-03-26",39200000,"No"
NA,NA,NA,2012,"NEGRO","SEDAN","HYUNDAI","i35 ELANTRA","1.6L","AUTOMOVIL","Livianos","Particular","F",38,"2011-04-14","2012-04-14",37800000,"No"
NA,NA,NA,2012,"PLATA","CABINADO","HYUNDAI","TUCSON IX 35","2.0L","CAMPERO","Livianos","Particular","M",46,"2012-09-05","2013-09-05",0,"No"
NA,NA,NA,2011,"PLATA","HATCHBACK","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","M",45,"2011-09-08","2012-09-08",29800000,"No"
NA,NA,NA,2010,"PLATA","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL","Livianos","Particular","M",67,"2011-12-21","2012-12-21",16400000,"No"
NA,NA,NA,2012,"BRONCE SUAVE","SEDAN","HYUNDAI","ACCENT i25","1.6L","AUTOMOVIL","Livianos","Particular","M",49,"2012-07-21","2013-07-21",0,"No"
NA,NA,NA,2011,"GRIS","HATCHBACK","HYUNDAI","GETZ [1] [FL]","GL/GLS","AUTOMOVIL","Livianos","Particular","F",58,"2011-12-31","2012-12-31",2.5e+07,"No"
NA,NA,NA,2011,"NEGRO","HATCHBACK","HYUNDAI","GETZ [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","M",0,"2011-03-17","2011-08-09",22900000,"No"
NA,NA,NA,2012,"NEGRO","HATCHBACK","HYUNDAI","ATOS [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","M",45,"2011-08-27","2012-08-27",19990000,"No"
NA,NA,NA,2007,"BLANCO","CABINADO","HYUNDAI","SANTA FE [2]","GL","CAMPERO","Livianos","Particular","M",46,"2011-04-05","2012-04-05",50900000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",2552804,2009,"GRIS","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","M",25,"2012-01-04","2013-01-04",18100000,"S�"
NA,NA,NA,2006,"ROJO","SEDAN","HYUNDAI","ACCENT GYRO","GL","AUTOMOVIL","Livianos","Particular","F",47,"2013-02-11","2014-02-11",15500000,"No"
NA,NA,NA,2005,"GRIS","CABINADO","HYUNDAI","TERRACAN","GL 3.5 V6 DOHC","CAMPERO","Livianos","Particular",NA,999,"2012-11-09","2013-11-09",360000,"No"
NA,NA,NA,2005,"PLATA","HATCHBACK","HYUNDAI","ACCENT GYRO","GL","AUTOMOVIL","Livianos","Particular","M",36,"2011-06-30","2012-06-30",1.5e+07,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",0,2005,"GRIS","HATCHBACK","HYUNDAI","ACCENT GYRO","GLS","AUTOMOVIL","Livianos","Particular","M",34,"2011-08-24","2012-08-24",17400000,"No"
NA,NA,NA,2009,"BLANCO","HATCHBACK","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","F",49,"2013-01-01","2013-04-01",15300000,"No"
NA,NA,NA,2012,"CHAMPA�A","HATCHBACK","HYUNDAI","ATOS [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","M",56,"2011-08-19","2012-08-19",19490000,"No"
NA,NA,NA,2012,"GRIS","CABINADO","HYUNDAI","SANTA FE [2] [FL]","GL","CAMPERO","Livianos","Particular","F",56,"2011-11-25","2012-11-23",77990000,"No"
NA,NA,NA,2012,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",46,"2011-11-21","2012-11-21",23500000,"No"
NA,NA,NA,2005,"ROJO","SEDAN","HYUNDAI","ACCENT GYRO","GL","AUTOMOVIL","Livianos","Particular",NA,999,"2011-10-01","2012-10-01",14900000,"No"
NA,NA,NA,2012,"NEGRO","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","F",57,"2011-11-30","2012-10-01",23990000,"No"
NA,NA,NA,2011,"GRIS","ST. WAGON","HYUNDAI","TUCSON IX 35","2.0L","CAMIONETA","Livianos","Oficial",NA,0,"2011-09-24","2012-09-24",4.9e+07,"No"
NA,NA,NA,2005,"ROJO","HATCHBACK","HYUNDAI","GETZ [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","F",70,"2011-10-18","2012-10-18",15500000,"No"
NA,NA,NA,2013,"PLATA","SEDAN","HYUNDAI","ACCENT i25","1.4L","AUTOMOVIL","Livianos","Particular","F",0,"2011-08-01","2012-08-01",33500000,"No"
NA,NA,NA,2013,"GRIS","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","F",45,"2012-12-20","2013-12-20",22490000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",11925046,2012,"BLANCO","SEDAN","HYUNDAI","i35 ELANTRA","1.6L","AUTOMOVIL","Livianos","Particular","M",50,"2012-06-21","2013-06-21",42300000,"S�"
NA,NA,NA,2012,"GRIS","SEDAN","HYUNDAI","ACCENT i25","1.4L","AUTOMOVIL","Livianos","Particular","M",44,"2011-12-08","2012-06-19",33590000,"No"
NA,NA,NA,2012,"PLATA","ST. WAGON","HYUNDAI","SANTA FE [2] [FL]","GL CRDI","CAMIONETA","Livianos","Particular","F",112,"2012-04-08","2013-04-08",76990000,"No"
NA,NA,NA,2010,"GRIS","CABINADO","HYUNDAI","TUCSON","GL CRDI","CAMPERO","Livianos","Particular","F",55,"2012-08-22","2013-08-22",51400000,"No"
NA,NA,NA,2002,"NEGRO","SEDAN","HYUNDAI","ACCENT","NEXT","AUTOMOVIL","Livianos","Particular","M",32,"2012-04-30","2013-04-30",10200000,"No"
NA,NA,NA,2012,"GRIS","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","F",44,"2011-10-26","2012-10-26",22990000,"No"
NA,NA,NA,2011,"DORADO","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","F",42,"2012-07-17","2013-07-17",25100000,"No"
NA,NA,NA,2007,"ROJO","SEDAN","HYUNDAI","ELANTRA SUPREME","GLS","AUTOMOVIL","Livianos","Particular","F",56,"2012-06-18","2013-06-18",26900000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",1319084,2012,"BLANCO","HATCHBACK","HYUNDAI","i30","GLS","AUTOMOVIL","Livianos","Particular","F",55,"2011-08-24","2012-08-24",38008000,"S�"
NA,NA,NA,2012,"BLANCO","SEDAN","HYUNDAI","i10 [FL]","SPORT","AUTOMOVIL","Livianos","Particular","F",0,"2011-03-14","2012-03-14",24600000,"No"
NA,NA,NA,2007,"AZUL","HATCHBACK","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","F",0,"2011-02-16","2012-02-16",14700000,"No"
NA,NA,NA,2011,"ROJO","HATCHBACK","HYUNDAI","ATOS [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","F",53,"2011-11-15","2012-11-15",21190000,"No"
NA,NA,NA,2012,"AMARILLO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",57,"2011-05-03","2012-05-03",27600000,"No"
NA,NA,NA,2004,"AMARILLO","SEDAN","HYUNDAI","ACCENT GYRO","S. PONY","AUTOMOVIL TAXI","Livianos","Publico","M",38,"2013-01-01","2013-04-01",6200000,"No"
NA,NA,NA,2010,"AMARILLO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",32,"2012-08-31","2013-08-31",23200000,"No"
NA,NA,NA,2009,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",52,"2012-08-29","2013-08-29",12300000,"No"
NA,NA,NA,1998,"GRIS","SEDAN","HYUNDAI","ACCENT","GLS","AUTOMOVIL","Livianos","Particular","M",0,"2011-08-02","2012-08-02",7500000,"No"
NA,NA,NA,2010,"GRIS","CABINADO","HYUNDAI","TUCSON IX 35","2.0L","CAMPERO","Livianos","Oficial",NA,999,"2012-05-13","2013-05-13",56800000,"No"
NA,NA,NA,2012,"BLANCO","HATCHBACK","HYUNDAI","i30","GLS","AUTOMOVIL","Livianos","Particular","F",55,"2012-03-13","2013-03-13",38008000,"No"
NA,NA,NA,2009,"GRIS","CABINADO","HYUNDAI","SANTA FE [2]","GL","CAMPERO","Livianos","Particular","M",45,"2011-02-08","2012-02-08",54300000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",5914919,2011,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",61,"2011-12-27","2012-12-27",20700000,"S�"
NA,NA,NA,2010,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",37,"2012-09-26","2013-09-26",23200000,"No"
NA,NA,NA,2009,"PLATA","HATCHBACK","HYUNDAI","GETZ [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","F",45,"2011-12-09","2012-12-09",2.1e+07,"No"
NA,NA,NA,2009,"PLATA","CABINADO","HYUNDAI","TUCSON","GL CRDI","CAMIONETA","Livianos","Particular","M",75,"2011-04-19","2012-04-19",41200000,"No"
NA,NA,NA,2012,"PLATA","SEDAN","HYUNDAI","ELANTRA","GLS","AUTOMOVIL","Livianos","Particular","F",35,"2012-01-12","2013-01-12",0,"No"
NA,NA,NA,2005,"BLANCO","SEDAN","HYUNDAI","ACCENT GYRO","GLS","AUTOMOVIL","Livianos","Particular","M",47,"2011-10-01","2012-10-01",16900000,"No"
NA,NA,NA,2011,"GRIS","HATCHBACK","HYUNDAI","ACCENT WEB II","GLS","AUTOMOVIL","Livianos","Particular","F",53,"2012-01-12","2013-01-12",21900000,"No"
NA,NA,NA,2010,"AZUL","SEDAN","HYUNDAI","GETZ [1] [FL]","GL/GLS","AUTOMOVIL","Livianos","Particular","F",56,"2011-09-07","2012-09-07",22600000,"No"
NA,NA,NA,2011,"NEGRO","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","M",0,"2012-05-02","2013-05-02",23100000,"No"
NA,NA,NA,2012,"NEGRO","CABINADO","HYUNDAI","GETZ [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","M",28,"2012-06-13","2013-06-13",18200000,"No"
NA,NA,NA,2011,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",77,"2012-10-01","2013-01-01",23700000,"No"
NA,NA,NA,2011,"BLANCO","PICK UP - DOBLE CABINA","HYUNDAI","TUCSON IX 35","2.0L","CAMIONETA","Livianos","Particular","F",52,"2012-03-17","2013-03-17",58406480,"No"
NA,NA,NA,2009,"NEGRO","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","F",55,"2012-02-11","2013-02-11",22500000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",4011748,2009,"NEGRO","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","F",55,"2012-09-03","2013-09-03",22500000,"S�"
NA,NA,NA,1998,"GRIS","SEDAN","HYUNDAI","ELANTRA AVANTE","GLS","AUTOMOVIL","Livianos","Particular","M",28,"2011-03-28","2012-03-28",9100000,"No"
"PERDIDA TOTAL HURTO","PTH",18924089,2012,"ROJO","HATCHBACK","HYUNDAI","ATOS [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","M",45,"2011-09-09","2012-09-09",18990000,"S�"
NA,NA,NA,2008,"PLATA","CABINADO","HYUNDAI","TUCSON","GL","CAMPERO","Livianos","Particular","M",48,"2011-10-01","2012-10-01",39500000,"No"
NA,NA,NA,2009,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico",NA,0,"2012-02-01","2013-02-01",11700000,"No"
NA,NA,NA,2012,"PLATA","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","F",32,"2012-06-28","2013-06-28",22920000,"No"
NA,NA,NA,2009,"BLANCO","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","M",36,"2011-05-12","2012-05-12",2.7e+07,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",2631123,2008,"PLATA","CABINADO","HYUNDAI","TUCSON","GL CRDI","CAMIONETA","Livianos","Particular",NA,999,"2011-12-17","2012-12-17",38400000,"S�"
NA,NA,NA,2012,"GRIS","ST. WAGON","HYUNDAI","SANTA FE [2] [FL]","GL","CAMIONETA","Livianos","Particular",NA,999,"2012-08-09","2013-08-09",67721750,"No"
NA,NA,NA,2012,"PLATA","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","M",51,"2013-01-24","2014-01-24",23100000,"No"
NA,NA,NA,2002,"GRIS","SEDAN","HYUNDAI","ACCENT","NEXT","AUTOMOVIL","Livianos","Particular","F",72,"2011-12-23","2012-12-23",9300000,"No"
NA,NA,NA,2009,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",40,"2011-10-01","2012-10-01",0,"No"
NA,NA,NA,2012,"BLANCO","HATCHBACK","HYUNDAI","ACCENT VERNA","GLS","AUTOMOVIL","Livianos","Particular","F",0,"2011-12-15","2012-10-01",34490000,"No"
NA,NA,NA,2006,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",52,"2011-12-31","2012-12-31",9700000,"No"
NA,NA,NA,2011,"PLATA","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL","Livianos","Particular","M",43,"2012-07-12","2013-07-12",20500000,"No"
NA,NA,NA,2012,"NEGRO","SEDAN","HYUNDAI","ACCENT i25","1.6L","AUTOMOVIL","Livianos","Particular","F",35,"2012-05-06","2013-05-06",34200000,"No"
NA,NA,NA,2008,"VERDE","CABINADO","HYUNDAI","TUCSON","GL","CAMIONETA","Livianos","Particular",NA,999,"2011-11-25","2012-11-25",22980000,"No"
NA,NA,NA,2012,"NEGRO","SEDAN","HYUNDAI","i35 ELANTRA","1.8L","AUTOMOVIL","Livianos","Particular","M",43,"2012-09-10","2013-09-10",0,"No"
NA,NA,NA,2013,"ROJO","SEDAN","HYUNDAI","ACCENT i25","1.4L","AUTOMOVIL","Livianos","Particular","M",41,"2011-10-01","2012-10-01",45300000,"No"
NA,NA,NA,2009,"AMARILLO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",43,"2011-06-26","2012-06-26",11700000,"No"
NA,NA,NA,2012,"VERDE","HATCHBACK","HYUNDAI","VELOSTER","COUPE","AUTOMOVIL","Livianos","Particular","M",25,"2012-05-10","2013-05-10",5.6e+07,"No"
NA,NA,NA,2010,"VERDE","CABINADO","HYUNDAI","TUCSON","GL","CAMIONETA","Livianos","Particular","F",60,"2012-01-08","2013-01-08",37600000,"No"
